,prompt,prompt_indirect,ground_truth,citations_query,mean_citation_example,ground_truth_noisy,GPT 4 Response,GPT 4 Response Indirect
322,"Pierre Cardinal, a french screenwriter, was born in 1914.
Mikhail Vladislavovich Tyurin, a russian mechanical engineer, was born in 1957.
Sneha Anne Philip, a indian american physician, was born in 1968.
Dorothy Thompson, a british ceo , drax group, was ______","Pierre Cardinal, a french screenwriter : 1914.
Mikhail Vladislavovich Tyurin, a russian mechanical engineer : 1957.
Sneha Anne Philip, a indian american physician : 1968.
Dorothy Thompson, a british ceo , drax group, was ______",1960,4,4.333333333333333,1956,born in 1960.,born in 1960.
323,"Nils Aall Barricelli, a norwegian-italian mathematician, was born in 1914.
Al Mahmud আল মাহমুদ, a bangladeshi poet , journalist, was born in 1931.
David Halberstam, a american journalist , historian , writer, was born in 1926.
Carmella Decesare, a american model , professional wrestler, was ______","Nils Aall Barricelli, a norwegian-italian mathematician : 1914.
Al Mahmud আল মাহমুদ, a bangladeshi poet , journalist : 1931.
David Halberstam, a american journalist , historian , writer : 1926.
Carmella Decesare, a american model , professional wrestler, was ______",1982,0,25.0,1978,born in 1982.,born in 1982.
324,"Angie Chen Button, a american businesswoman, was born in 1952.
Tyler Johnston, a canadian film , television actor, was born in 1987.
Thomas Tjapaltjarri, a n painter, was born in 1955.
Bouck White, a american novelist , minister , political activist , potter, was ______","Angie Chen Button, a american businesswoman : 1952.
Tyler Johnston, a canadian film , television actor : 1987.
Thomas Tjapaltjarri, a n painter : 1955.
Bouck White, a american novelist , minister , political activist , potter, was ______",1874,29,9.0,1875,born in 1874.,born in 1874.
325,"Ricardo Flores Magón, a mexican journalist activist revolutionary theorist, was born in 1872.
Abdul Ghafoor Breshna, a afghan painter , music composer , poet , film director, was born in 1911.
Mikhail Vladislavovich Tyurin, a russian mechanical engineer, was born in 1957.
John Scarlett Davis, a english painter, was ______","Ricardo Flores Magón, a mexican journalist activist revolutionary theorist : 1872.
Abdul Ghafoor Breshna, a afghan painter , music composer , poet , film director : 1911.
Mikhail Vladislavovich Tyurin, a russian mechanical engineer : 1957.
John Scarlett Davis, a english painter, was ______",1804,17,15.0,1808,born in 1804.,born in 1804.
326,"Gwendoline Williams Butler, a british novelist, was born in 1915.
'' ` Gailene Stock '' ', a australian ballet dancer , teacher , director, was born in 1942.
Julio Rocha López, a nicaraguan fifa president development officer nicaraguan football federation ) fenifut (, was born in 1955.
Moss Cass, a australian medical researcher, was ______","Gwendoline Williams Butler, a british novelist : 1915.
'' ` Gailene Stock '' ', a australian ballet dancer , teacher , director : 1942.
Julio Rocha López, a nicaraguan fifa president development officer nicaraguan football federation ) fenifut ( : 1955.
Moss Cass, a australian medical researcher, was ______",1927,38,10.333333333333334,1919,born in 1927.,born in 1927.
327,"'' Reginald Fessenden '', a canadian inventor, was born in 1866.
Matthias Storme, a belgium politician , lawyer , academic , philosopher, was born in 1967.
Lindsay Daen, a new zealander-american sculptor, was born in 1917.
Inder Kumar, a indian model , actor, was ______","'' Reginald Fessenden '', a canadian inventor : 1866.
Matthias Storme, a belgium politician , lawyer , academic , philosopher : 1967.
Lindsay Daen, a new zealander-american sculptor : 1917.
Inder Kumar, a indian model , actor, was ______",1973,46,30.333333333333332,1981,born in 1973.,born in 1973.
328,"Rene A. V. Saguisag, a filipino lawyer , senator, was born in 1941.
Ratcliffe Pring, a english barrister , judge, was born in 1825.
Robert Osborne, a american tcm host, was born in 1924.
Pascal Smet, a belgian politician, was ______","Rene A. V. Saguisag, a filipino lawyer , senator : 1941.
Ratcliffe Pring, a english barrister , judge : 1825.
Robert Osborne, a american tcm host : 1924.
Pascal Smet, a belgian politician, was ______",1967,5,46.0,1969,born in 1968.,born in 1967.
329,"Pierre Cardinal, a french screenwriter, was born in 1914.
Christian Führer, a german pastor, was born in 1942.
'' ` Gailene Stock '' ', a australian ballet dancer , teacher , director, was born in 1942.
Engin Altan Düzyatan, a turkish actor and presenter, was ______","Pierre Cardinal, a french screenwriter : 1914.
Christian Führer, a german pastor : 1942.
'' ` Gailene Stock '' ', a australian ballet dancer , teacher , director : 1942.
Engin Altan Düzyatan, a turkish actor and presenter, was ______",1979,78,10.0,1969,born in 1979.,born in 1979.
330,"John Kenneth Sinclair St Joseph, a british academic, was born in 1918.
Helen Gardner, a british professor, was born in 1903.
Dorothy B. Porter, a american librarian bibliographer curator, was born in 1899.
Rutilio Escandón, a mexican lawyer, was ______","John Kenneth Sinclair St Joseph, a british academic : 1918.
Helen Gardner, a british professor : 1903.
Dorothy B. Porter, a american librarian bibliographer curator : 1899.
Rutilio Escandón, a mexican lawyer, was ______",1958,11,22.333333333333332,1968,born in 1956.,born in 1958.
331,"Clarence Hyde Cooke, a american businessman , politician, was born in 1878.
Elco Brinkman, a dutch politician civil servant corporate director, was born in 1955.
Neel Mukherjee, a indian novelist, was born in 1962.
Aidan Merivale Crawley, a english journalist , television executive and editor , and politician, was ______","Clarence Hyde Cooke, a american businessman , politician : 1878.
Elco Brinkman, a dutch politician civil servant corporate director : 1955.
Neel Mukherjee, a indian novelist : 1962.
Aidan Merivale Crawley, a english journalist , television executive and editor , and politician, was ______",1908,36,5.333333333333333,1911,born in 1908.,born in 1908.
332,"Louis Nicollin, a france french owner '' waste collection '' company ( of montpellier hsc and le groupe nicollin ), was born in 1934.
Patty Hearst, a united states author , actress, was born in 1963.
Pierre Cardinal, a french screenwriter, was born in 1914.
Hugh Herr, a american academic engineer biophysicist, was ______","Louis Nicollin, a france french owner '' waste collection '' company ( of montpellier hsc and le groupe nicollin ) : 1934.
Patty Hearst, a united states author , actress : 1963.
Pierre Cardinal, a french screenwriter : 1914.
Hugh Herr, a american academic engineer biophysicist, was ______",1964,34,55.333333333333336,1957,born in 1964.,born in 1964.
333,"Al Mahmud আল মাহমুদ, a bangladeshi poet , journalist, was born in 1931.
Isabella Ferrari, a italian actress, was born in 1957.
Kasturi Srinivasan, a indian journalist, was born in 1896.
Wal Fife, a australian businessman, was ______","Al Mahmud আল মাহমুদ, a bangladeshi poet , journalist : 1931.
Isabella Ferrari, a italian actress : 1957.
Kasturi Srinivasan, a indian journalist : 1896.
Wal Fife, a australian businessman, was ______",1929,8,6.333333333333333,1934,born in 1931.,born in 1931.
334,"Nicholas Kollerstrom, a british writer , historian of science, was born in 1952.
Martin Walker, a british reporter and novelist, was born in 1956.
Mikael Bodlore-Penlaez, a breton author, was born in 1976.
William Wellington Greener, a uk gunsmith, was ______","Nicholas Kollerstrom, a british writer , historian of science : 1952.
Martin Walker, a british reporter and novelist : 1956.
Mikael Bodlore-Penlaez, a breton author : 1976.
William Wellington Greener, a uk gunsmith, was ______",1834,0,22.666666666666668,1828,born in 1806.,born in 1806.
335,"Petr Kostka, a czech actor, was born in 1934.
Federico García Lorca, a spanish playwright , poet , theatre director, was born in 1899.
Ben Hur Lampman, a american journalist , essayist , poet, was born in 1882.
Anthony Julian, a american attorney judge, was ______","Petr Kostka, a czech actor : 1934.
Federico García Lorca, a spanish playwright , poet , theatre director : 1899.
Ben Hur Lampman, a american journalist , essayist , poet : 1882.
Anthony Julian, a american attorney judge, was ______",1902,2,46.0,1908,born in 1902.,born in 1902.
336,"Willem Drees , Jr. ., a dutch politician civil servant economist professor, was born in 1922.
Ronald Mcnair, a american physicist, was born in 1955.
Ercan Yazgan, a turkish actor , comedian, was born in 1941.
Kay Thompson, a american author . , composer , musician , actress , singer, was ______","Willem Drees , Jr. ., a dutch politician civil servant economist professor : 1922.
Ronald Mcnair, a american physicist : 1955.
Ercan Yazgan, a turkish actor , comedian : 1941.
Kay Thompson, a american author . , composer , musician , actress , singer, was ______",1909,32,13.333333333333334,1900,born in 1909.,born in 1909.
337,"Titi Kamal, a indonesian model , actress , singer, was born in 1976.
Ernest Christopher Dowson, a english poet , novelist , and short-story writer, was born in 1867.
John Collier, a british short story writer , screenplay writer, was born in 1908.
Göran Stangertz, a swedish actor , film director , theater director, was ______","Titi Kamal, a indonesian model , actress , singer : 1976.
Ernest Christopher Dowson, a english poet , novelist , and short-story writer : 1867.
John Collier, a british short story writer , screenplay writer : 1908.
Göran Stangertz, a swedish actor , film director , theater director, was ______",1944,4,25.333333333333332,1934,born in 1944.,born in 1944.
338,"Simon Lokodo, a ugandan former catholic priest & politician, was born in 1948.
Shirley Anne Field, a british actress, was born in 1931.
Anne Hearst, a american heiress , socialite , philanthropist, was born in 1947.
Cephas Yao Agbemenu, a ghanaian artist -- art professor, was ______","Simon Lokodo, a ugandan former catholic priest & politician : 1948.
Shirley Anne Field, a british actress : 1931.
Anne Hearst, a american heiress , socialite , philanthropist : 1947.
Cephas Yao Agbemenu, a ghanaian artist -- art professor, was ______",1951,9,18.666666666666668,1952,born in 1951.,born in 1951.
339,"Ed Earl Repp, a united states screenwriter , short story writer , novelist, was born in 1911.
Tom Poulton, a british illustrator and artist, was born in 1887.
George Addes, a american-lebanese politician , activist trade unionist, was born in 1906.
Olga Checkhova, a russian actress, was ______","Ed Earl Repp, a united states screenwriter , short story writer , novelist : 1911.
Tom Poulton, a british illustrator and artist : 1887.
George Addes, a american-lebanese politician , activist trade unionist : 1906.
Olga Checkhova, a russian actress, was ______",1897,13,7.333333333333333,1891,born in 1897.,born in 1897.
340,"Lionel J. A. Monckton, a british english writer , composer, was born in 1867.
Ashis Nandy, a indian political csds delhi psychologist , social theorist , former director of, was born in 1947.
Ľudo Ondrejov, a slovak author, was born in 1893.
Paolo Bonolis, a italian television host, was ______","Lionel J. A. Monckton, a british english writer , composer : 1867.
Ashis Nandy, a indian political csds delhi psychologist , social theorist , former director of : 1947.
Ľudo Ondrejov, a slovak author : 1893.
Paolo Bonolis, a italian television host, was ______",1961,6,14.0,1953,born in 1961.,born in 1961.
341,"Sébastien Foucan, a french actor , freerunning instructor , public speaker, was born in 1971.
Engin Altan Düzyatan, a turkish actor and presenter, was born in 1969.
Torgrim Sørnes, a norwegian author , physician, was born in 1954.
A. J. P. Taylor, a english historian, was ______","Sébastien Foucan, a french actor , freerunning instructor , public speaker : 1971.
Engin Altan Düzyatan, a turkish actor and presenter : 1969.
Torgrim Sørnes, a norwegian author , physician : 1954.
A. J. P. Taylor, a english historian, was ______",1906,54,38.0,1898,born in 1906.,born in 1906.
342,"Morten Piil, a danish film critic , writer, was born in 1937.
Tyler Johnston, a canadian film , television actor, was born in 1987.
Graham Kennedy, a australian television personality, was born in 1924.
Margarete Bagshaw, a american artist, was ______","Morten Piil, a danish film critic , writer : 1937.
Tyler Johnston, a canadian film , television actor : 1987.
Graham Kennedy, a australian television personality : 1924.
Margarete Bagshaw, a american artist, was ______",1964,35,33.333333333333336,1959,born in 1964.,born in 1964.
