,Unnamed: 0,name,search_query,occupation,nationality,birth_year,wikipedia_birth_year,citation,Prompt1,GPT 4 Response Prompt1
581,581,Joe Madiath,Joe Madiath,executive director of gram vikas,indian,1950.0,1950,22,Joe Madiath was a indian executive director of gram vikas. When was Joe Madiath born?,"Thomas Jefferson Anderson was born on August 9, 1910."
582,582,Eduardo Abaroa,Eduardo Abaroa,engineer,bolivian,1838.0,1838,0,Eduardo Abaroa was a bolivian engineer. When was Eduardo Abaroa born?,"Arthur Bourns was born on May 8, 1919."
583,583,Abdul Ahad Mohmand,Abdul Ahad Mohmand,pilot,afghan,1959.0,1959,0,Abdul Ahad Mohmand was a afghan pilot. When was Abdul Ahad Mohmand born?,"Viktor Medvedchuk was born on August 7, 1954."
584,584,Edward Curtis Franklin,Edward Curtis Franklin,chemist,united states,1862.0,1862,4,Edward Curtis Franklin was a united states chemist. When was Edward Curtis Franklin born?,"Stevan Mokranjac was born on January 9, 1856."
585,585,Santos Acosta,Santos Acosta,"physician rector , soldier -lrb- general -rrb- , politician ,",colombian,1828.0,1828,3,"Santos Acosta was a colombian physician rector , soldier -lrb- general -rrb- , politician ,. When was Santos Acosta born?","Ayaka Saitō was born on June 2, 1988."
586,586,Kalyan Kumar,Kalyan Kumar,"actor , film director , producer",india,1928.0,1928,10,"Kalyan Kumar was a india actor , film director , producer. When was Kalyan Kumar born?","Michael Shenstone was born on November 2, 1928."
587,587,Samuel Winter Martien,Samuel W. Martien,cotton planter,american,1854.0,1854,16,Samuel Winter Martien was a american cotton planter. When was Samuel Winter Martien born?,"George P. Mitchell was born on May 21, 1919."
588,588,Frona Eunice Wait Colburn,Frona Eunice Wait,author,us,1859.0,1859,27,Frona Eunice Wait Colburn was a us author. When was Frona Eunice Wait Colburn born?,"Yank Barry was born on January 29, 1948."
589,589,Temba Tsheri,Temba Tsheri,"mountaineer , expedition guiding company director",nepalese,1985.0,1985,2,"Temba Tsheri was a nepalese mountaineer , expedition guiding company director. When was Temba Tsheri born?","Roberto Ivens was born on June 12, 1850."
590,590,Yvon Brochu,Yvon Brochu,"psychologist , translator , minister",canadian,1944.0,1944,1,"Yvon Brochu was a canadian psychologist , translator , minister. When was Yvon Brochu born?","I'm sorry, but I couldn't find any information on an attorney or solicitor named Samuel Jackson from England. Could you provide more details?"
591,591,Rebecca Lee,Rebecca Lee (writer),novelist,american,1967.0,1967,4,Rebecca Lee was a american novelist. When was Rebecca Lee born?,"Zhu Jun was born on March 22, 1966."
592,592,Thomas Nowell,Thomas Nowell,historian and theologian,british,1730.0,1730,0,Thomas Nowell was a british historian and theologian. When was Thomas Nowell born?,"Malcolm Todd was born on June 25, 1939."
593,593,Charles Coxen,Charles Coxen,"grazier , museum administrator , ornithologist",english,1809.0,1809,3,"Charles Coxen was a english grazier , museum administrator , ornithologist. When was Charles Coxen born?","Rip Esselstyn was born on September 5, 1963."
594,594,Matthew Norman,Matthew Norman,caterer,australian,1986.0,1986,31,Matthew Norman was a australian caterer. When was Matthew Norman born?,"There seems to be multiple individuals named Thomas Rivett, and without more specific information, it's difficult to provide an accurate birth date. For example, Thomas Rivett-Carnac, an English landowner and politician, was born in 1807. However, there may be other individuals named Thomas Rivett with different birth dates. Please provide more specific information."
595,595,Mary Wells Lawrence,Mary Wells Lawrence,advertising executive,usa,1928.0,1928,23,Mary Wells Lawrence was a usa advertising executive. When was Mary Wells Lawrence born?,"Paul Mangwana was born on August 10, 1961."
596,596,Joe Swift,Joe Swift,"broadcaster , gardener , journalist",british,1965.0,1965,7,"Joe Swift was a british broadcaster , gardener , journalist. When was Joe Swift born?","Salim Khan was born on November 24, 1935."
597,597,Yoram Ben-Zeev,Yoram Ben-Zeev,diplomat,israel,1944.0,1944,9,Yoram Ben-Zeev was a israel diplomat. When was Yoram Ben-Zeev born?,"August Košutić was born on August 20, 1872."
598,598,Jeanne Eagels,Jeanne Eagels,actress,american,1890.0,1890,24,Jeanne Eagels was a american actress. When was Jeanne Eagels born?,"Anthony Julian was born on January 29, 1902."
599,599,Jannat Zubair Rahmani,Jannat Zubair Rahmani,child actress,indian,2002.0,2001,74,Jannat Zubair Rahmani was a indian child actress. When was Jannat Zubair Rahmani born?,"Gary Klein was born on February 5, 1944."
600,600,Parnell Hall,Parnell Hall (writer),"novelist , short story writer",united states,1944.0,1944,5,"Parnell Hall was a united states novelist , short story writer. When was Parnell Hall born?","Ed Baird was born on March 17, 1958."
601,601,Peter Mugyenyi,Peter Mugyenyi,"physician , hiv/aids researcher , medical administrator & author",ugandan,1945.0,1949,13,"Peter Mugyenyi was a ugandan physician , hiv/aids researcher , medical administrator & author. When was Peter Mugyenyi born?","Thomas Jefferson Anderson was born on August 9, 1910."
602,602,Emilia Gómez Bravo,Emilia Gómez Bravo,politician,mexican,1954.0,1954,1,Emilia Gómez Bravo was a mexican politician. When was Emilia Gómez Bravo born?,"Arthur Bourns was born on May 8, 1919."
603,603,Meinrad Lienert,Meinrad Lienert,"writer , poet , journalist",swiss,1865.0,1865,0,"Meinrad Lienert was a swiss writer , poet , journalist. When was Meinrad Lienert born?","Viktor Medvedchuk was born on August 7, 1954."
604,604,Paul Gondard,Paul Gondard,sculptor,french,1884.0,1884,18,Paul Gondard was a french sculptor. When was Paul Gondard born?,"Stevan Mokranjac was born on January 9, 1856."
605,605,Jesselyn Radack,Jesselyn Radack,attorney,american,1970.0,1970,110,Jesselyn Radack was a american attorney. When was Jesselyn Radack born?,"Ayaka Saitō was born on June 2, 1988."
606,606,Christopher Guarin,Christopher Guarin,"publisher , radio station manager and commentator",filipino,1970.0,1970,64,"Christopher Guarin was a filipino publisher , radio station manager and commentator. When was Christopher Guarin born?","Michael Shenstone was born on November 2, 1928."
607,607,Tony Dron,Tony Dron,"racing driver , writer",british,1946.0,1946,6,"Tony Dron was a british racing driver , writer. When was Tony Dron born?","George P. Mitchell was born on May 21, 1919."
608,608,Denver Beanland,Denver Beanland,bank officer,australian,1945.0,1945,14,Denver Beanland was a australian bank officer. When was Denver Beanland born?,"Yank Barry was born on January 29, 1948."
609,609,Adela Zamudio,Adela Zamudio,"poet , teacher , activist",bolivian,1854.0,1854,30,"Adela Zamudio was a bolivian poet , teacher , activist. When was Adela Zamudio born?","Roberto Ivens was born on June 12, 1850."
610,610,Sabine Klewe,Sabine Klewe,writer,germany,1966.0,1966,6,Sabine Klewe was a germany writer. When was Sabine Klewe born?,"I'm sorry, but I couldn't find any information about an attorney or solicitor named Samuel Jackson from England. Could you provide more details?"
611,611,Jancis Robinson,Jancis Robinson,wine critic,british,1950.0,1950,21,Jancis Robinson was a british wine critic. When was Jancis Robinson born?,"Zhu Jun was born on March 22, 1966."
612,612,Noel Slevin,Noel Slevin,journalist,irish,1954.0,1954,1,Noel Slevin was a irish journalist. When was Noel Slevin born?,"Malcolm Todd was born on June 25, 1939."
613,613,Lav Mirski,Lav Mirski,conductor,croat,1893.0,1893,10,Lav Mirski was a croat conductor. When was Lav Mirski born?,"Rip Esselstyn was born on September 5, 1963."
614,614,Mathieu Da Costa,Mathieu de Costa,translator and explorer,canadian,,1589,0,Mathieu Da Costa was a canadian translator and explorer. When was Mathieu Da Costa born?,"There seems to be multiple individuals named Thomas Rivett in history, and without more specific information, it's difficult to provide an accurate birth date. Please provide more details."
615,615,Barbara Browning,Barbara Browning,"professor , cultural critic , novelist , performer",american,1961.0,1961,12,"Barbara Browning was a american professor , cultural critic , novelist , performer. When was Barbara Browning born?","Paul Mangwana was born on August 10, 1961."
616,616,Roy Clarke Obe,Roy Clarke,scriptwriter,british,1930.0,1930,13,Roy Clarke Obe was a british scriptwriter. When was Roy Clarke Obe born?,"Salim Khan was born on November 24, 1935."
617,617,Emmanuel Nayabtigungu Congo Kaboré,Nayabtigungu Congo Kaboré,politician,burkinabé,1948.0,1948,1,Emmanuel Nayabtigungu Congo Kaboré was a burkinabé politician. When was Emmanuel Nayabtigungu Congo Kaboré born?,"August Košutić was born on August 20, 1872."
618,618,Pavel Branko,Pavel Branko,film critic,slovak,1921.0,1921,26,Pavel Branko was a slovak film critic. When was Pavel Branko born?,"Anthony Julian was born on January 29, 1902."
619,619,Takiko Mizunoe,Takiko Mizunoe,"actress , film producer , presenter",japanese,1915.0,1915,17,"Takiko Mizunoe was a japanese actress , film producer , presenter. When was Takiko Mizunoe born?","Gary Klein was born on February 5, 1944."
620,620,Anthony James Barr,Anthony James Barr,"programming language designer , software engineer , inventor",american,1940.0,1940,27,"Anthony James Barr was a american programming language designer , software engineer , inventor. When was Anthony James Barr born?","Ed Baird was born on March 17, 1958."
621,621,Lidia Peralta García,Lidia Peralta García,journalist and documentary filmmaker,spanish,1970.0,1970,4,Lidia Peralta García was a spanish journalist and documentary filmmaker. When was Lidia Peralta García born?,"Thomas Jefferson Anderson was born on August 9, 1910."
622,622,Giacomo Bove,Giacomo Bove,explorer,italian,1852.0,1852,46,Giacomo Bove was a italian explorer. When was Giacomo Bove born?,"Arthur Bourns was born on May 8, 1919."
623,623,Ram Singh Yadav,Ram Singh Yadav,havildar -lrb- indian army -rrb-,indian,1980.0,1984,10,Ram Singh Yadav was a indian havildar -lrb- indian army -rrb-. When was Ram Singh Yadav born?,"Viktor Medvedchuk was born on August 7, 1954."
624,624,Lavínia Vlasak,Lavínia Vlasak,actress,brazilian,1976.0,1976,20,Lavínia Vlasak was a brazilian actress. When was Lavínia Vlasak born?,"Stevan Mokranjac was born on January 9, 1856."
625,625,Laura Smyth,Laura Smyth,lawyer,australian,1976.0,1976,2,Laura Smyth was a australian lawyer. When was Laura Smyth born?,"Ayaka Saitō was born on June 2, 1988."
626,626,Stephen Estcourt,Stephen Estcourt,lawyer,australian,1953.0,1953,26,Stephen Estcourt was a australian lawyer. When was Stephen Estcourt born?,"Michael Shenstone was born on November 2, 1928."
627,627,Rubén Zarazúa Rocha,Rubén Zarazúa Rocha,politician,mexican,1941.0,1941,1,Rubén Zarazúa Rocha was a mexican politician. When was Rubén Zarazúa Rocha born?,"George P. Mitchell was born on May 21, 1919."
628,628,Armin Dassler,Armin Dassler,entrepreneur,german,1929.0,1929,3,Armin Dassler was a german entrepreneur. When was Armin Dassler born?,"Yank Barry was born on January 29, 1948."
629,629,Laureana Wright De Kleinhans,Laureana Wright de Kleinhans,feminist,mexican,1846.0,1846,26,Laureana Wright De Kleinhans was a mexican feminist. When was Laureana Wright De Kleinhans born?,"Roberto Ivens was born on June 12, 1850."
630,630,Tadataka `` Tachi '' Yamada,Tachi Yamada,"physician , gastroenterologist , pharmaceutical executive",japan / usa,1945.0,1945,6,"Tadataka `` Tachi '' Yamada was a japan / usa physician , gastroenterologist , pharmaceutical executive. When was Tadataka `` Tachi '' Yamada born?","I'm sorry, but I couldn't find any information about an attorney or solicitor named Samuel Jackson from England. Could you provide more details?"
631,631,Sammy Sheik,Sammy Sheik,actor,egyptian,1981.0,1981,1,Sammy Sheik was a egyptian actor. When was Sammy Sheik born?,"Zhu Jun was born on March 22, 1966."
632,632,Alfred Adler,Alfred Adler,"psychotherapist , psychiatrist",austrian,1870.0,1870,78,"Alfred Adler was a austrian psychotherapist , psychiatrist. When was Alfred Adler born?","Malcolm Todd was born on June 25, 1939."
633,633,José Sáinz Nothnagel,José Sainz Nothnagel,regional sales manager,spanish,1907.0,1907,22,José Sáinz Nothnagel was a spanish regional sales manager. When was José Sáinz Nothnagel born?,"Rip Esselstyn was born on September 5, 1963."
634,634,Yakiv Holovatsky,Yakiv Holovatsky,"historian bibliographer , lexicographer , poet , priest , and pedagogue , literary scholar , ethnographer , linguist ,",halycian,1814.0,1814,0,"Yakiv Holovatsky was a halycian historian bibliographer , lexicographer , poet , priest , and pedagogue , literary scholar , ethnographer , linguist ,. When was Yakiv Holovatsky born?","There seems to be multiple individuals named Thomas Rivett, and without more specific information, it's difficult to provide an accurate birth date. For example, Thomas Rivett-Carnac, an English landowner and politician, was born in 1807. However, there may be other individuals named Thomas Rivett with different birth dates. Please provide more specific information."
635,635,Sunil Janah,Sunil Janah,photographer,indian,1918.0,1918,14,Sunil Janah was a indian photographer. When was Sunil Janah born?,"Paul Mangwana was born on August 10, 1961."
