,Unnamed: 0,name,search_query,occupation,nationality,birth_year,wikipedia_birth_year,citation,Prompt1,GPT 4 Response Prompt1
631,631,Moss Cass,Moss Cass,medical researcher,australian,1927.0,1927,38,Moss Cass was a australian medical researcher. When was Moss Cass born?,"Moss Cass was born on February 9, 1927."
632,632,Fausto Mendoza Maldonado,Fausto Mendoza Maldonado,politician,mexican,1948.0,1948,1,Fausto Mendoza Maldonado was a mexican politician. When was Fausto Mendoza Maldonado born?,"I'm sorry, but I couldn't find specific information on the birth date of Fausto Mendoza Maldonado."
633,633,Mamokgethi Setati,Mamokgethi Setati,"vice south africa principal , research and innovation , university of",south african,1966.0,1966,0,"Mamokgethi Setati was a south african vice south africa principal , research and innovation , university of. When was Mamokgethi Setati born?","Mamokgethi Setati was born on October 2, 1966."
634,634,Sante Kimes,Sante Kimes,con artist,american,1934.0,1934,45,Sante Kimes was a american con artist. When was Sante Kimes born?,"Sante Kimes was born on July 24, 1934."
635,635,Ailsa Mckay,Ailsa Mckay,professor of economics,united kingdom,1963.0,1963,40,Ailsa Mckay was a united kingdom professor of economics. When was Ailsa Mckay born?,"Ailsa McKay was born on March 5, 1963."
636,636,Valéry Votrin,Valery Votrin,"writer , translator , environmental consultant",belgian,1974.0,1974,0,"Valéry Votrin was a belgian writer , translator , environmental consultant. When was Valéry Votrin born?","I'm sorry, but I couldn't find any information on a person named Valéry Votrin. It's possible that you may have misspelled the name or the person you're asking about isn't widely recognized."
637,637,Irwin Altman,Irwin Altman,social psychologist,american,1930.0,1930,0,Irwin Altman was a american social psychologist. When was Irwin Altman born?,"Irwin Altman was born on February 23, 1930."
638,638,Moon Chae-Won,Moon Chae-Won,actress,south korean,1986.0,1986,0,Moon Chae-Won was a south korean actress. When was Moon Chae-Won born?,"Moon Chae-Won was born on November 13, 1986."
639,639,Bal Krishna Sama,Balkrishna Sama,"playwright , poet",nepali,1903.0,1903,4,"Bal Krishna Sama was a nepali playwright , poet. When was Bal Krishna Sama born?",Bal Krishna Sama was born on 7 February 1902.
640,640,John Robbins,John Robbins (author),author,american,1947.0,1947,12,John Robbins was a american author. When was John Robbins born?,"John Robbins was born on October 26, 1947."
641,641,Laurie Beth Halse Anderson,Laurie Halse Anderson,writer,american,1961.0,1961,35,Laurie Beth Halse Anderson was a american writer. When was Laurie Beth Halse Anderson born?,"Laurie Beth Halse Anderson was born on October 23, 1961."
642,642,James Argent,James Argent,"television personality , singer , radio dj",british,1987.0,1987,13,"James Argent was a british television personality , singer , radio dj. When was James Argent born?","James Argent was born on December 5, 1987."
643,643,Mario Alberto Salazar Madera,Mario Alberto Salazar Madera,politician,mexican,1975.0,1975,1,Mario Alberto Salazar Madera was a mexican politician. When was Mario Alberto Salazar Madera born?,"I'm sorry, but I couldn't find the specific information about Mario Alberto Salazar Madera's birth date."
644,644,Nitin Vijaykumar Sardesai,Nitin Sardesai,politician,indian,1963.0,1963,9,Nitin Vijaykumar Sardesai was a indian politician. When was Nitin Vijaykumar Sardesai born?,Nitin Vijaykumar Sardesai was born on 12th May 1961.
645,645,Josef Hora,Josef Hora,poet,czech,1891.0,1891,31,Josef Hora was a czech poet. When was Josef Hora born?,"Josef Hora was born on July 6, 1891."
646,646,Vladimir Ramos Cárdenas,Vladimir Ramos Cárdenas,politician,mexican,1978.0,1978,1,Vladimir Ramos Cárdenas was a mexican politician. When was Vladimir Ramos Cárdenas born?,"I'm sorry, but I couldn't find specific information on the birth date of a person named Vladimir Ramos Cárdenas. It's possible that you may have misspelled the name or that this person is not widely recognized in available sources."
647,647,Martha Moody,Martha Moody,"novelist , physician",american,1955.0,1955,12,"Martha Moody was a american novelist , physician. When was Martha Moody born?","Martha Moody was born on June 19, 1955."
648,648,Pierre Raymond,Pierre Raymond,"sociologist , economist , professor , writer",french,1946.0,1946,1,"Pierre Raymond was a french sociologist , economist , professor , writer. When was Pierre Raymond born?","I'm sorry, but I couldn't find specific information on when Pierre Raymond, the French sociologist, economist, professor, and writer, was born."
649,649,Kiki Fatmala,Kiki Fatmala,actress,indonesian,1969.0,1969,1,Kiki Fatmala was a indonesian actress. When was Kiki Fatmala born?,"Kiki Fatmala was born on November 26, 1973."
650,650,Ahmed Helmy,Ahmed Helmy,"actor , television host , voice actore in anime",egyptian,1970.0,1969,3,"Ahmed Helmy was a egyptian actor , television host , voice actore in anime. When was Ahmed Helmy born?","Ahmed Helmy was born on November 18, 1969."
651,651,Ayman Asfari,Ayman Asfari,businessman,british,1958.0,1958,10,Ayman Asfari was a british businessman. When was Ayman Asfari born?,"Ayman Asfari was born on July 8, 1958."
652,652,Luis Alberto Lacalle,Luis Alberto Lacalle,"politician , lawyer",uruguayan,1941.0,1941,7,"Luis Alberto Lacalle was a uruguayan politician , lawyer. When was Luis Alberto Lacalle born?","Luis Alberto Lacalle was born on July 13, 1941."
653,653,Johan Oscar Smith,Johan Oscar Smith,naval officer,norway norwegian,1871.0,1871,9,Johan Oscar Smith was a norway norwegian naval officer. When was Johan Oscar Smith born?,"Johan Oscar Smith was born on October 3, 1871."
654,654,Giuseppe Calò,Giuseppe Calò,mafioso boss of porta nuova,italian,1931.0,1931,32,Giuseppe Calò was a italian mafioso boss of porta nuova. When was Giuseppe Calò born?,"Giuseppe Calò was born on September 30, 1931."
655,655,Nita Ambani,Nita Ambani,chairman international school co-owner of mumbai indians additional director for oberoi of hotels & resorts dhirubhai ambani foundation chairman of dhirubhai ambani,indian,1963.0,1963,77,Nita Ambani was a indian chairman international school co-owner of mumbai indians additional director for oberoi of hotels & resorts dhirubhai ambani foundation chairman of dhirubhai ambani. When was Nita Ambani born?,"Nita Ambani was born on November 1, 1963."
656,656,Matthias Storme,Matthias Storme,"politician , lawyer , academic , philosopher",belgium,1959.0,1959,7,"Matthias Storme was a belgium politician , lawyer , academic , philosopher. When was Matthias Storme born?","Matthias Storme was born on May 24, 1959."
657,657,Cristina Goettsch Mittermeier,Cristina Mittermeier,photojournalist,"mexican , american",1966.0,1966,15,"Cristina Goettsch Mittermeier was a mexican , american photojournalist. When was Cristina Goettsch Mittermeier born?","Cristina Goettsch Mittermeier was born on August 26, 1966."
658,658,John G. Davis,John G. Davis,"businessman , politician",american,1810.0,1810,0,"John G. Davis was a american businessman , politician. When was John G. Davis born?","John G. Davis was born on April 21, 1826."
659,659,Robert J. Pera,Robert Pera,"ceo of ubiquiti networks , owner of memphis grizzlies",american,1978.0,1978,19,"Robert J. Pera was a american ceo of ubiquiti networks , owner of memphis grizzlies. When was Robert J. Pera born?","Robert J. Pera was born on March 10, 1978."
660,660,Tang Haoming,Tang Haoming,novelist,chinese,1946.0,1946,21,Tang Haoming was a chinese novelist. When was Tang Haoming born?,"Tang Haoming was born on January 27, 1935."
661,661,Miguel Castro Sánchez,Miguel Castro Sánchez,politician,mexican,1942.0,1942,1,Miguel Castro Sánchez was a mexican politician. When was Miguel Castro Sánchez born?,"I'm sorry, but I couldn't find specific information on the birth date of a Mexican politician named Miguel Castro Sánchez. It's possible that you may have the name slightly incorrect or this person may not be widely recognized in available sources."
662,662,Ellen Mcmahon,Ellen Mcmahon,"artist , illustrator , graphic designer",american,1951.0,1951,12,"Ellen Mcmahon was a american artist , illustrator , graphic designer. When was Ellen Mcmahon born?","I'm sorry, but I couldn't find the specific information about Ellen McMahon's birth date."
663,663,Sir Thomas Upington,Thomas Upington,"politician , lawyer",anglo-irish,1844.0,1844,6,"Sir Thomas Upington was a anglo-irish politician , lawyer. When was Sir Thomas Upington born?",Sir Thomas Upington was born on 28 October 1844.
664,664,Leobardo Soto Martínez,Leobardo Soto,politician,mexican,1971.0,1971,1,Leobardo Soto Martínez was a mexican politician. When was Leobardo Soto Martínez born?,"Leobardo Soto Martínez was born on November 22, 1960."
665,665,Richard Bruce Nugent,Richard Bruce Nugent,"author , artist",american,1906.0,1906,25,"Richard Bruce Nugent was a american author , artist. When was Richard Bruce Nugent born?","Richard Bruce Nugent was born on July 2, 1906."
666,666,Myroslav Frankovych Marynovych,Myroslav Marynovych,"vice-rector social activist . of the ukrainian catholic university , lecturer ,",ukrainian,1949.0,1949,27,"Myroslav Frankovych Marynovych was a ukrainian vice-rector social activist . of the ukrainian catholic university , lecturer ,. When was Myroslav Frankovych Marynovych born?","Myroslav Frankovych Marynovych was born on January 4, 1949."
667,667,Haruko Sagara,Haruko Sagara,actress,japanese,1968.0,1968,1,Haruko Sagara was a japanese actress. When was Haruko Sagara born?,"Haruko Sagara was born on October 9, 1972."
668,668,File : Luka Rocco Magnotta Mugshot.Jpg,Luka Magnotta,"model , sex worker",canadian,1982.0,1982,0,"File : Luka Rocco Magnotta Mugshot.Jpg was a canadian model , sex worker. When was File : Luka Rocco Magnotta Mugshot.Jpg born?","Luka Rocco Magnotta was born on July 24, 1982."
669,669,Jeremy Doner,Jeremy Doner,screenwriter,american,1972.0,1972,9,Jeremy Doner was a american screenwriter. When was Jeremy Doner born?,Jeremy Doner's birth date is not publicly available.
670,670,Hugh Q. Parmer,Hugh Parmer,attorney ; businessman,american,1939.0,1939,6,Hugh Q. Parmer was a american attorney ; businessman. When was Hugh Q. Parmer born?,"Hugh Q. Parmer was born on January 23, 1939."
671,671,Richard Greene,Richard Greene (writer),"poet , biographer , critic",canadian,1961.0,1961,1,"Richard Greene was a canadian poet , biographer , critic. When was Richard Greene born?","Richard Greene was born on February 27, 1961."
672,672,Titi Kamal,Titi Kamal,"model , actress , singer",indonesian,1981.0,1981,19,"Titi Kamal was a indonesian model , actress , singer. When was Titi Kamal born?","Titi Kamal was born on December 7, 1981."
673,673,Ben Hur Lampman,Ben Hur Lampman,"journalist , essayist , poet",american,1886.0,1886,31,"Ben Hur Lampman was a american journalist , essayist , poet. When was Ben Hur Lampman born?","Ben Hur Lampman was born on August 12, 1886."
674,674,David Railton,David Railton,"clergyman , military chaplain",british,1884.0,1884,14,"David Railton was a british clergyman , military chaplain. When was David Railton born?","David Railton was born on November 13, 1884."
675,675,Göran Stangertz,Göran Stangertz,"actor , film director , theater director",swedish,1944.0,1944,4,"Göran Stangertz was a swedish actor , film director , theater director. When was Göran Stangertz born?","Göran Stangertz was born on July 19, 1944."
676,676,Laurent Buson,Laurent Buson,"actor , martial artist , producer",french,1978.0,1978,15,"Laurent Buson was a french actor , martial artist , producer. When was Laurent Buson born?","Laurent Buson was born on January 30, 1980."
677,677,Jean Rikhoff,Jean Rikhoff,"author , editor and teacher",american,1928.0,1926,22,"Jean Rikhoff was a american author , editor and teacher. When was Jean Rikhoff born?","Jean Rikhoff was born on November 15, 1922."
678,678,Hilario Sánchez Cortés,Hilario Sánchez Cortés,politician,mexican,1957.0,1957,1,Hilario Sánchez Cortés was a mexican politician. When was Hilario Sánchez Cortés born?,"Hilario Sánchez Cortés was born on January 14, 1945."
679,679,Martin Strel,Martin Strel,long-distance swimmer,slovene,1954.0,1954,10,Martin Strel was a slovene long-distance swimmer. When was Martin Strel born?,"Martin Strel was born on October 1, 1954."
680,680,Kostis Palamas,Kostis Palamas,poet,greek,1859.0,1859,5,Kostis Palamas was a greek poet. When was Kostis Palamas born?,"Kostis Palamas was born on January 13, 1859."
681,681,Arundhuti Mukherjee,Arundhati Mukherjee,actress,india,1923.0,1924,0,Arundhuti Mukherjee was a india actress. When was Arundhuti Mukherjee born?,"I'm sorry, but I couldn't find any information on an Indian actress named Arundhuti Mukherjee. It's possible that you may have misspelled the name or confused it with someone else."
682,682,Pawel Szajda,Pawel Szajda,actor,american,1982.0,1982,20,Pawel Szajda was a american actor. When was Pawel Szajda born?,"Pawel Szajda was born on January 13, 1982."
683,683,Alexander Nikolayevich Senkevich,Alexander Senkevich,"indologist , philologist , poet",russian,1941.0,1941,3,"Alexander Nikolayevich Senkevich was a russian indologist , philologist , poet. When was Alexander Nikolayevich Senkevich born?","Alexander Nikolayevich Senkevich was born on November 20, 1937."
684,684,Marco Antonio Xicoténcatl,Marco Antonio Xicoténcatl,physician and politician,mexican,1955.0,1955,1,Marco Antonio Xicoténcatl was a mexican physician and politician. When was Marco Antonio Xicoténcatl born?,"I'm sorry, but I couldn't find specific information on the birth date of Marco Antonio Xicoténcatl."
