,prompt,prompt_indirect,ground_truth,citations_query,mean_citation_example,GPT 4 Response,GPT 4 Response Indirect
284,"کامبوزیا پرتوی Kambuzia Partovi, a iranian film director , screenwriter , actor, was born in 1955.
John Bunting, a united kingdom sculptor, was born in 1927.
Matthieu Ricard, a french buddhist monk, was born in 1946.
Titi Kamal, a indonesian model , actress , singer, was ______","کامبوزیا پرتوی Kambuzia Partovi, a iranian film director , screenwriter , actor : 1955.
John Bunting, a united kingdom sculptor : 1927.
Matthieu Ricard, a french buddhist monk : 1946.
Titi Kamal, a indonesian model , actress , singer, was ______",1981,19,11.666666666666666,born in 1981.,born in 1981.
285,"Gregory Reyes, a united states businessman, was born in 1962.
Alan Derek Piggott, a english retired flying instructor and author, was born in 1922.
Michael Robertson, a american entrepreneur, was born in 1967.
Policarpa Salavarrieta, a neogranadine seamstress and spy, was ______","Gregory Reyes, a united states businessman : 1962.
Alan Derek Piggott, a english retired flying instructor and author : 1922.
Michael Robertson, a american entrepreneur : 1967.
Policarpa Salavarrieta, a neogranadine seamstress and spy, was ______",1795,16,28.333333333333332,born in 1795.,born in 1795.
286,"Charles W. Thayer, a united states diplomat , author , target of mccarthyism, was born in 1910.
Rovnag Abdullayev, a azerbaijani businessman, was born in 1965.
David L. Snell, a american composer, was born in 1897.
Michael Cudahy, a irish-american industrialist, was ______","Charles W. Thayer, a united states diplomat , author , target of mccarthyism : 1910.
Rovnag Abdullayev, a azerbaijani businessman : 1965.
David L. Snell, a american composer : 1897.
Michael Cudahy, a irish-american industrialist, was ______",1841,11,21.666666666666668,born in 1841.,born in 1841.
287,"James Logan, a irish statesman , scholar, was born in 1674.
Engin Altan Düzyatan, a turkish actor and presenter, was born in 1979.
Gilbert Harding, a british journalist and radio and television personality, was born in 1907.
Grace Metalious, a american author, was ______","James Logan, a irish statesman , scholar : 1674.
Engin Altan Düzyatan, a turkish actor and presenter : 1979.
Gilbert Harding, a british journalist and radio and television personality : 1907.
Grace Metalious, a american author, was ______",1924,16,46.333333333333336,born in 1924.,born in 1924.
288,"Peggy Noonan, a american author , columnist , speechwriter, was born in 1950.
Alice Bellagamba, a italian actress and dancer, was born in 1987.
Honora Sneyd, a british writer , educator, was born in 1751.
Ben Hur Lampman, a american journalist , essayist , poet, was ______","Peggy Noonan, a american author , columnist , speechwriter : 1950.
Alice Bellagamba, a italian actress and dancer : 1987.
Honora Sneyd, a british writer , educator : 1751.
Ben Hur Lampman, a american journalist , essayist , poet, was ______",1886,31,86.33333333333333,born in 1886.,born in 1886.
289,"M. Athar Ali, a indian historian , teacher, was born in 1925.
Bob Stenehjem, a american roads and streets foreman, was born in 1952.
Letitia Elizabeth Landon, a english writer, was born in 1802.
John Orchard, a british actor, was ______","M. Athar Ali, a indian historian , teacher : 1925.
Bob Stenehjem, a american roads and streets foreman : 1952.
Letitia Elizabeth Landon, a english writer : 1802.
John Orchard, a british actor, was ______",1928,0,27.666666666666668,born in 1928.,born in 1928.
290,"William Makepeace Thackeray, a english novelist , poet, was born in 1811.
Liam Cunningham, a irish actor , director , producer , electrician, was born in 1961.
John Franklin Carter, a american journalist writer , columnist , novelist , biographer , speech, was born in 1897.
Dr. Jayanti Naik, a indian writer , folklorist, was ______","William Makepeace Thackeray, a english novelist , poet : 1811.
Liam Cunningham, a irish actor , director , producer , electrician : 1961.
John Franklin Carter, a american journalist writer , columnist , novelist , biographer , speech : 1897.
Dr. Jayanti Naik, a indian writer , folklorist, was ______",1962,12,24.0,born in 1950.,born in 1950.
291,"Aleksey Lyapunov, a russia mathematician, was born in 1911.
Frank Yerby, a american historical novelist, was born in 1916.
Louis Nicollin, a france french owner '' waste collection '' company ( of montpellier hsc and le groupe nicollin ), was born in 1943.
Lynda Williams, a canadian author , blogger , analyst, was ______","Aleksey Lyapunov, a russia mathematician : 1911.
Frank Yerby, a american historical novelist : 1916.
Louis Nicollin, a france french owner '' waste collection '' company ( of montpellier hsc and le groupe nicollin ) : 1943.
Lynda Williams, a canadian author , blogger , analyst, was ______",1958,0,21.333333333333332,born in 1958.,born in 1958.
292,"Barney Cooney, a australian barrister, was born in 1934.
Al Capp, a american cartoonist , satirist , radio and tv commentator, was born in 1909.
Dr. Michael Berenbaum, a american holocaust scholar, was born in 1945.
Dorothy Liebes, a american textile designer, was ______","Barney Cooney, a australian barrister : 1934.
Al Capp, a american cartoonist , satirist , radio and tv commentator : 1909.
Dr. Michael Berenbaum, a american holocaust scholar : 1945.
Dorothy Liebes, a american textile designer, was ______",1897,37,31.666666666666668,born in 1897.,born in 1897.
293,"Isaac Mizrahi, a american fashion designer, was born in 1961.
Jean-Philippe Toussaint, a belgian novelist screenwriter director, was born in 1957.
Alan Cadman, a australian orchardist, was born in 1937.
Glenn Lord, a united states agent , editor, was ______","Isaac Mizrahi, a american fashion designer : 1961.
Jean-Philippe Toussaint, a belgian novelist screenwriter director : 1957.
Alan Cadman, a australian orchardist : 1937.
Glenn Lord, a united states agent , editor, was ______",1931,32,28.666666666666668,born in 1931.,born in 1931.
294,"Conrad Wolfram, a british strategic and international director , wolfram research, was born in 1970.
Harold Louis Humes , Jr. ., a american novelist journalist editor-in-chief teacher, was born in 1926.
Ron Ziel, a american photographer/historian, was born in 1939.
Corrado Guzzanti, a italian actor , director , writer and satirist, was ______","Conrad Wolfram, a british strategic and international director , wolfram research : 1970.
Harold Louis Humes , Jr. ., a american novelist journalist editor-in-chief teacher : 1926.
Ron Ziel, a american photographer/historian : 1939.
Corrado Guzzanti, a italian actor , director , writer and satirist, was ______",1965,30,18.0,born in 1965.,born in 1965.
295,"Jessica Cirio, a argentina -- italy vedette , dancer , model , actress, was born in 1985.
Gathie Falk, a canadian artist, was born in 1928.
Justus Scheibert, a prussian military strategist, was born in 1831.
Emma Wray, a british actress, was ______","Jessica Cirio, a argentina -- italy vedette , dancer , model , actress : 1985.
Gathie Falk, a canadian artist : 1928.
Justus Scheibert, a prussian military strategist : 1831.
Emma Wray, a british actress, was ______",1965,2,11.333333333333334,born in 1970.,born in 1970.
296,"Owsley Brown Frazier, a american executive , entrepreneur, was born in 1935.
Alice Bellagamba, a italian actress and dancer, was born in 1987.
Noël Godin, a belgian writer , critic , actor , anarchist, was born in 1945.
William Rosenberg, a united states entrepreneur, was ______","Owsley Brown Frazier, a american executive , entrepreneur : 1935.
Alice Bellagamba, a italian actress and dancer : 1987.
Noël Godin, a belgian writer , critic , actor , anarchist : 1945.
William Rosenberg, a united states entrepreneur, was ______",1916,21,8.0,born in 1916.,born in 1916.
297,"Tina Romero, a usa american actress, was born in 1949.
Anjali Joseph, a british , indian writer , journalist , teacher, was born in 1978.
Alice Bellagamba, a italian actress and dancer, was born in 1987.
Steven Zaillian, a american screenwriter , director , editor , producer, was ______","Tina Romero, a usa american actress : 1949.
Anjali Joseph, a british , indian writer , journalist , teacher : 1978.
Alice Bellagamba, a italian actress and dancer : 1987.
Steven Zaillian, a american screenwriter , director , editor , producer, was ______",1953,9,6.0,born in 1953.,born in 1953.
298,"Tim Brabants, a british doctor, was born in 1977.
Mike Godwin, a american attorney , author, was born in 1956.
Lorrie Moore, a american short-story writer , novelist, was born in 1957.
Marita Lindquist, a finn novelist, was ______","Tim Brabants, a british doctor : 1977.
Mike Godwin, a american attorney , author : 1956.
Lorrie Moore, a american short-story writer , novelist : 1957.
Marita Lindquist, a finn novelist, was ______",1918,0,22.666666666666668,born in 1918.,born in 1918.
299,"Marci Bowers, a american surgeon, was born in 1958.
James Logan, a irish statesman , scholar, was born in 1674.
Michael Legat, a british publisher , novelist, was born in 1923.
Karl Kirchwey, a american poet , translator , teacher , literary curator, was ______","Marci Bowers, a american surgeon : 1958.
James Logan, a irish statesman , scholar : 1674.
Michael Legat, a british publisher , novelist : 1923.
Karl Kirchwey, a american poet , translator , teacher , literary curator, was ______",1956,42,30.0,born in 1956.,born in 1956.
300,"Lina Spies, a south african poet writer academic, was born in 1939.
Claus Karl Schilling, a german tropical medicine , medical research, was born in 1871.
Hardeep Singh Kohli, a scottish broadcaster, was born in 1969.
Dick Berggren, a american motorsports announcer and magazine editor, was ______","Lina Spies, a south african poet writer academic : 1939.
Claus Karl Schilling, a german tropical medicine , medical research : 1871.
Hardeep Singh Kohli, a scottish broadcaster : 1969.
Dick Berggren, a american motorsports announcer and magazine editor, was ______",1942,20,19.333333333333332,born in 1942.,born in 1942.
301,"Thomas Ley, a english solicitor, was born in 1880.
Emma Wray, a british actress, was born in 1965.
Gwendoline Williams Butler, a british novelist, was born in 1922.
Bouck White, a american novelist , minister , political activist , potter, was ______","Thomas Ley, a english solicitor : 1880.
Emma Wray, a british actress : 1965.
Gwendoline Williams Butler, a british novelist : 1922.
Bouck White, a american novelist , minister , political activist , potter, was ______",1874,29,8.333333333333334,born in 1874.,born in 1874.
302,"James Henthorn Todd, a irish writer , academic , historian , minister, was born in 1805.
Robin Roberts, a american news anchor, was born in 1960.
Andreas Fritz Hillgruber, a german historian, was born in 1925.
Sian Williams, a welsh journalist , presenter, was ______","James Henthorn Todd, a irish writer , academic , historian , minister : 1805.
Robin Roberts, a american news anchor : 1960.
Andreas Fritz Hillgruber, a german historian : 1925.
Sian Williams, a welsh journalist , presenter, was ______",1964,46,179.66666666666666,born in 1964.,born in 1964.
303,"Babasaheb Purandare, a indian writer, was born in 1922.
Tom Shadyac, a american comedian , occasional actor , screenwriter , director , producer , author, was born in 1958.
Mariusz Szczygieł, a polish journalist , writer, was born in 1966.
Theodore G. Paraskevakos, a usa inventor , businessman, was ______","Babasaheb Purandare, a indian writer : 1922.
Tom Shadyac, a american comedian , occasional actor , screenwriter , director , producer , author : 1958.
Mariusz Szczygieł, a polish journalist , writer : 1966.
Theodore G. Paraskevakos, a usa inventor , businessman, was ______",1937,11,23.333333333333332,born in 1937.,born in 1937.
304,"Paul Tirard, a french chairman of the inter-allied rhineland high commission ., was born in 1879.
Lois Phillips Hudson, a american novelist and professor of english literature, was born in 1927.
Mike Godwin, a american attorney , author, was born in 1956.
Inder Kumar, a indian model , actor, was ______","Paul Tirard, a french chairman of the inter-allied rhineland high commission . : 1879.
Lois Phillips Hudson, a american novelist and professor of english literature : 1927.
Mike Godwin, a american attorney , author : 1956.
Inder Kumar, a indian model , actor, was ______",1973,46,18.333333333333332,born in 1973.,born in 1973.
